movieId,title,genres
5227,Barabbas,Adventure|Drama
5228,"Ghost Breakers, The",Comedy|Horror
5229,I Think I Do,Comedy
5230,"Paleface, The",Comedy|Western
5231,Road to Morocco,Comedy
5232,Road to Singapore,Comedy|Musical
5233,Road to Utopia,Comedy
5234,Road to Zanzibar,Comedy
5235,Split Second,Action|Sci-Fi|Thriller
5236,"Tale of Springtime, A (Conte de Printemps)",Drama|Romance
5237,Taps,Drama
5238,Return of the Secaucus 7,Drama
5239,Rude Boy,Documentary|Drama
5240,Running Scared,Action|Drama
5241,Seems Like Old Times,Comedy|Romance
5242,Serial,Comedy
5243,"Young Master, The (Shi di chu ma)",Action|Comedy
5244,Shogun Assassin,Action|Adventure
5245,Simon,Comedy|Sci-Fi
5246,Smokey and the Bandit II,Action|Comedy
5247,Smokey and the Bandit,Action|Comedy
5248,Smokey and the Bandit III,Action|Comedy
5249,Spetters,Comedy|Drama
5250,Stir Crazy,Comedy
5251,"Charter Trip, The (a.k.a. Package Tour, The) (Sällskapsresan)",Comedy
5252,Teheran 43: Spy Ring (a.k.a. Assassination Attempt) (Tegeran-43),Action|Crime|Drama|Thriller
5253,Cousins in Love (a.k.a. Tender Cousins) (Tendres Cousines),Drama|Romance
5254,Blade II,Action|Horror|Thriller
5255,Sorority Boys,Comedy
5256,Stolen Summer,Drama
5257,In the Winter Dark,Drama
5258,George Washington,Drama
5259,Homicidal,Horror|Mystery|Thriller
5260,"Life is to Whistle (Vida es silbar, La)",Drama
5261,"Light at the Edge of the World, The",Adventure
5262,Mr. Sardonicus,Horror
5263,Strait-Jacket,Horror|Thriller
5264,Clockstoppers,Action|Adventure|Sci-Fi|Thriller
5265,Death to Smoochy,Comedy|Crime|Drama
5266,Panic Room,Thriller
5267,"Rookie, The",Drama
5268,No Such Thing,Drama|Fantasy|Romance
5269,"Piano Teacher, The (La pianiste)",Drama
5270,Teddy Bears' Picnic,Comedy
5271,30 Years to Life,Comedy|Drama|Romance
5272,Time Out (L'emploi du temps),Drama
5273,Very Annie Mary,Comedy|Musical
5274,Bar Girls,Comedy|Romance
5275,Boxcar Bertha,Drama
5276,Crimes of Passion,Drama|Romance|Thriller
5277,"Evil That Men Do, The",Action|Thriller
5278,Fraternity Vacation,Comedy|Romance
5279,Impromptu,Comedy|Romance
5280,Salmonberries,Drama
5281,"Wrong Guys, The",Comedy
5282,High Crimes,Thriller
5283,National Lampoon's Van Wilder,Comedy
5284,Crush,Comedy|Romance
5285,Lucky Break,Comedy|Crime
5286,"Destinées, Les (Destinées sentimentales, Les)",Drama|Romance
5287,"After Dark, My Sweet",Crime|Drama|Mystery
5288,"Atomic Cafe, The",Documentary|War
5289,Body and Soul,Drama|Film-Noir
5290,First Men in the Moon,Adventure|Sci-Fi
5291,Rashomon (Rashômon),Crime|Drama|Mystery
5292,Slap Shot,Comedy
5293,Changing Lanes,Drama|Thriller
5294,Frailty,Crime|Drama|Thriller
5295,New Best Friend,Drama|Thriller
5296,"Sweetest Thing, The",Comedy|Romance
5297,"Cat's Meow, The",Drama|Thriller
5298,Human Nature,Comedy|Romance
5299,My Big Fat Greek Wedding,Comedy|Romance
5300,3:10 to Yuma,Action|Adventure|Drama|Thriller|Western
5301,Bite the Bullet,Action|Adventure|Western
5302,Breakout,Action|Adventure
5303,Joe Versus the Volcano,Comedy|Romance
5304,"Rome, Open City (a.k.a. Open City) (Roma, città aperta)",Drama|War
5305,Return of the Killer Tomatoes!,Comedy|Horror|Sci-Fi
5306,Return to Horror High,Horror
5307,Taking Care of Business,Comedy
5308,Three Men and a Baby,Comedy
5309,Three Men and a Little Lady,Comedy|Romance
5310,Transylvania 6-5000,Comedy|Horror
5311,"Watcher in the Woods, The",Children|Horror|Mystery|Thriller
5312,Murder by Numbers,Crime|Thriller
5313,The Scorpion King,Action|Adventure|Fantasy|Thriller
5314,Behind the Sun (Abril Despedaçado),Drama
5315,Chelsea Walls,Drama
5316,Enigma,Romance|Thriller
5317,"Girls Can't Swim (Filles ne savent pas nager, Les)",Drama
5318,Joshua,Drama
5319,Nine Queens (Nueve reinas),Crime|Thriller
5320,Spooky House,Children
5321,"Triumph of Love, The",Comedy
5322,World Traveler,Drama
5323,Jason X,Horror|Sci-Fi|Thriller
5324,Life or Something Like It,Comedy|Romance
5325,Dogtown and Z-Boyz,Documentary
5326,"Frank McKlusky, C.I.",Comedy
5327,In Praise of Love (Éloge de l'amour),Drama
5328,Rain,Drama|Romance
5329,"Salton Sea, The",Crime|Drama|Thriller
5330,Some Body,Drama
5331,Vulgar,Drama
5332,"Aviator, The",Adventure
5333,Bob le Flambeur,Crime|Drama
5334,Cadillac Man,Comedy|Crime
5335,"Coca-Cola Kid, The",Comedy|Romance
5336,Cuba,Action|Adventure|War
5337,Delirious,Comedy
5338,Full Moon in Blue Water,Drama
5339,Husbands and Wives,Comedy|Drama
5340,Joe,Drama
5341,Lenny,Drama
5342,Nomads,Horror|Mystery|Thriller
5343,"Temp, The",Drama|Thriller
5344,Thief of Hearts,Drama|Thriller
5345,Triumph of the Spirit,Drama
5346,Wild Orchid,Drama|Romance
5347,Deuces Wild,Drama
5348,Hollywood Ending,Comedy|Drama
5349,Spider-Man,Action|Adventure|Sci-Fi|Thriller
5350,"Mystic Masseur, The",Drama
5351,Warm Water Under a Red Bridge (Akai hashi no shita no nurui mizu),Comedy|Drama
5352,The Big Sleep,Thriller
5353,Butterflies Are Free,Comedy|Drama
5354,Cactus Flower,Comedy
5355,"Cassandra Crossing, The",Drama
5356,"Giant Spider Invasion, The",Horror|Sci-Fi
5357,Iron Will,Adventure
5358,Mountains of the Moon,Adventure
5359,Rambling Rose,Drama
5360,"Survivors, The",Comedy
5361,White Fang,Adventure
5362,White Fang 2: Myth of the White Wolf,Adventure|Children
5363,"New Guy, The",Comedy
5364,Unfaithful,Drama|Thriller
5365,"Lady and the Duke, The (Anglaise et le duc, L')",Drama|Romance
5366,Whore,Drama
5367,My Beautiful Laundrette,Drama|Romance
5368,Ballad of a Soldier (Ballada o soldate),Drama|Romance|War
5369,Big Bad Mama,Action|Comedy
5370,Big Bad Mama II,Action|Comedy
5371,"Final Darkness, The (Buio Omega)",Horror
5372,Calamity Jane,Musical|Western
5373,"Cranes Are Flying, The (Letyat zhuravli)",Drama|Romance|War
5374,Devil Doll,Horror
5375,"Harvey Girls, The",Comedy|Musical|Western
5376,"Lady in Red, The",Action
5377,About a Boy,Comedy|Drama|Romance
5378,Star Wars: Episode II - Attack of the Clones,Action|Adventure|Sci-Fi|IMAX
5379,"Believer, The",Drama
5380,"Importance of Being Earnest, The",Comedy|Drama|Romance
5381,"Charge of the Light Brigade, The",Drama|War
5382,Every Which Way But Loose,Comedy
5383,"Hound of the Baskervilles, The",Crime|Horror|Mystery
5384,I Want to Live!,Crime|Drama
5385,"Last Waltz, The",Documentary
5386,"Pride and the Passion, The",Adventure|War
5387,Enough,Drama|Thriller
5388,Insomnia,Action|Crime|Drama|Mystery|Thriller
5389,Spirit: Stallion of the Cimarron,Adventure|Animation|Children|Western
5390,CQ,Drama
5391,Thirteen Conversations About One Thing (a.k.a. 13 Conversations),Drama
5392,Bus Stop,Comedy|Drama|Romance
5393,Cowboy,Western
5394,Don't Bother to Knock,Drama|Thriller
5395,"Gambler, The",Drama
5396,Let's Make Love,Comedy|Musical|Romance
5397,Monkey Business,Comedy|Sci-Fi
5398,Requiem for a Heavyweight,Drama
5399,River of No Return,Adventure|Western
5400,"Sum of All Fears, The",Drama|Thriller
5401,Undercover Brother,Comedy
5402,"Diaries of Vaslav Nijinsky, The",Documentary|Drama
5403,"Sleepy Time Gal, The",Drama
5404,84 Charing Cross Road,Drama|Romance
5405,Dakota,Western
5406,"Desert Rats, The",Drama|War
5407,"Bûche, La",Comedy|Drama
5408,Nora,Drama
5409,Rapid Fire,Action
5410,Silent Running,Drama|Sci-Fi
5411,Summer Holiday,Musical|Romance
5412,"Villain, The",Comedy|Western
5413,Zombie Holocaust (a.k.a. Doctor Butcher M.D.) (Zombi Holocaust),Horror
5414,Bad Company,Action|Comedy|Crime
5415,Divine Secrets of the Ya-Ya Sisterhood,Comedy|Drama
5416,Cherish,Comedy|Drama|Thriller
5417,"Fast Runner, The (Atanarjuat)",Drama|Fantasy
5418,"Bourne Identity, The",Action|Mystery|Thriller
5419,Scooby-Doo,Adventure|Children|Comedy|Fantasy|Mystery
5420,Windtalkers,Action|Drama|War
5421,"Dangerous Lives of Altar Boys, The",Drama
5422,"Emperor's New Clothes, The",Comedy
5423,Gangster No. 1,Action|Crime|Thriller
5424,Harvard Man,Crime|Drama|Romance|Thriller
5425,Dark Blue World (Tmavomodrý svet),Drama|War
5426,Bad Company,Western
5427,Caveman,Comedy
5428,Cheech & Chong's The Corsican Brothers,Comedy
5429,5 Card Stud,Mystery|Western
5430,For a Lost Soldier (Voor een Verloren Soldaat),Romance
5431,Goin' South,Comedy|Western
5432,Hero and the Terror,Action|Crime
5433,Silver Bullet (Stephen King's Silver Bullet),Adventure|Drama|Horror|Mystery|Thriller
5434,"Sorry, Wrong Number",Drama|Film-Noir|Thriller
5435,Hombre,Western
5436,"Horse's Mouth, The",Comedy
5437,"Manhattan Project, The",Comedy|Sci-Fi|Thriller
5438,Men at Work,Action|Comedy
5439,S.O.B.,Comedy
5440,She Wore a Yellow Ribbon,Western
5441,Traces of Red,Mystery|Thriller
5442,V. I. Warshawski,Action|Comedy|Crime
5443,Juwanna Mann,Comedy
5444,Lilo & Stitch,Adventure|Animation|Children|Sci-Fi
5445,Minority Report,Action|Crime|Mystery|Sci-Fi|Thriller
5446,Rabbit-Proof Fence,Adventure|Drama
5447,Sunshine State,Drama
5448,Hey Arnold! The Movie,Adventure|Animation|Children|Comedy
5449,Mr. Deeds,Comedy|Romance
5450,Lovely & Amazing,Comedy|Drama|Romance
5451,Pumpkin,Comedy|Drama|Romance
5452,Look Who's Talking Now,Children|Comedy|Romance
5453,Lost in Yonkers,Comedy|Drama
5454,Mo' Money,Comedy|Romance
5455,"Object of Beauty, The",Comedy|Drama
5456,Wagons East,Comedy|Western
5457,Zebrahead,Drama
5458,Like Mike,Children|Comedy|Fantasy
5459,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2),Action|Comedy|Sci-Fi
5460,"Powerpuff Girls, The",Action|Animation|Children|Comedy
5461,Me Without You,Comedy|Drama
5462,"Crocodile Hunter: Collision Course, The",Adventure|Comedy
5463,Reign of Fire,Action|Adventure|Fantasy
5464,Road to Perdition,Crime|Drama
5465,All About Lily Chou-Chou (Riri Shushu no subete),Crime|Drama|Thriller
5466,My Wife is an Actress (Ma Femme est une Actrice),Comedy|Drama|Romance
5467,Never Again,Comedy|Romance
5468,20 Million Miles to Earth,Sci-Fi
5469,Grand Theft Auto,Action|Comedy
5470,The Importance of Being Earnest,Comedy|Romance
5471,Perfect,Drama|Romance
5472,1776,Children|Drama|Musical
5473,Fox and His Friends (Faustrecht der Freiheit),Drama
5474,"Legend of Boggy Creek, The",Drama|Horror|Mystery|Thriller
5475,Z,Drama|Mystery|Thriller
5476,Halloween: Resurrection (Halloween 8),Horror|Thriller
5477,Sex and Lucia (Lucía y el sexo),Drama|Romance
5478,Eight Legged Freaks,Action|Comedy|Horror|Sci-Fi
5479,K-19: The Widowmaker,Action|Adventure|Drama|Thriller
5480,Stuart Little 2,Children|Comedy
5481,Austin Powers in Goldmember,Comedy
5482,"Country Bears, The",Children|Comedy
5483,"Kid Stays in the Picture, The",Documentary
5484,Happy Times (Xingfu shiguang),Comedy|Drama
5485,Tadpole,Comedy|Drama|Romance
5486,Who Is Cletis Tout?,Comedy
5487,Harry and Walter Go to New York,Comedy
5488,"Merchant of Four Seasons, The (Händler der vier Jahreszeiten)",Drama
5489,Nosferatu the Vampyre (Nosferatu: Phantom der Nacht),Horror
5490,The Big Bus,Action|Comedy
5491,"Eddy Duchin Story, The",Drama|Musical|Romance
5492,Fathom,Adventure
5493,In Like Flint,Action|Adventure|Comedy
5494,"Earth Trembles, The (Terra trema: Episodio del mare, La)",Drama
5495,Modesty Blaise,Comedy
5496,Ossessione,Drama
5497,Our Man Flint,Adventure|Comedy|Sci-Fi
5498,Red Beard (Akahige),Drama
5499,Robin and Marian,Adventure|Drama|Romance
5500,Top Secret!,Comedy
5501,"Master of Disguise, The",Comedy|Mystery
5502,Signs,Horror|Sci-Fi|Thriller
5503,"Last Kiss, The (Ultimo bacio, L')",Comedy|Drama|Romance
5504,Spy Kids 2: The Island of Lost Dreams,Adventure|Children
5505,"Good Girl, The",Comedy|Drama
5506,Blood Work,Crime|Drama|Mystery|Thriller
5507,xXx,Action|Crime|Thriller
5508,24 Hour Party People,Comedy|Drama|Musical
5509,Biggie and Tupac,Documentary
5510,"Château, The",Comedy
5511,Pandora's Box,Drama|Thriller
5512,Secret Ballot (Raye makhfi),Comedy
5513,Martin Lawrence Live: Runteldat,Comedy|Documentary
5514,Lan Yu,Drama|Romance
5515,Songs From the Second Floor (Sånger från andra våningen),Drama
5516,Read My Lips (Sur mes lèvres),Crime|Drama|Thriller
5517,Nightcap (Merci pour le chocolat),Crime|Thriller
5518,Beau Pere (a.k.a. Stepfather) (Beau-père),Drama
5519,Change of Habit,Drama
5520,"Matter of Taste, A (Affaire de Goût, Une)",Crime|Drama|Thriller
5521,"Principal, The",Action|Crime|Drama
5522,Rollerball,Action|Drama|Sci-Fi
5523,"Adventures of Pluto Nash, The",Action|Adventure|Comedy|Sci-Fi
5524,Blue Crush,Adventure|Drama|Romance
5525,Mostly Martha (Bella Martha),Comedy|Drama|Romance
5526,"Isle, The (Seom)",Drama
5527,Possession,Drama|Romance
5528,One Hour Photo,Drama|Thriller
5529,Serving Sara,Comedy|Romance
5530,Simone (S1m0ne),Comedy|Drama|Fantasy|Sci-Fi
5531,Undisputed,Drama
5532,Amy's O (a.k.a. Amy's Orgasm),Comedy|Romance
5533,Children On Their Birthdays,Drama
5534,Hush!,Drama
5535,How I Killed My Father (a.k.a. My Father and I) (Comment j'ai tué mon Père),Drama
5536,Hybrid,Documentary
5537,Satin Rouge,Drama|Musical
5538,"Care Bears Movie, The",Animation|Children|Fantasy
5539,Care Bears Movie II: A New Generation,Animation|Children
5540,Clash of the Titans,Action|Adventure|Fantasy|Romance
5541,Hot Shots!,Action|Comedy|Romance|War
5542,"Nightmare City (a.k.a. City of the Walking Dead) (a.k.a. Invasión de los zombies atómicos, La) (Incubo sulla città contaminata)",Action|Horror
5543,"Swarm, The",Action|Horror|Sci-Fi
5544,Time After Time,Sci-Fi|Thriller
5545,"Unearthly, The",Horror|Sci-Fi
5546,976-EVIL,Horror
5547,Camilla,Adventure|Drama|Romance
5548,Down and Out in Beverly Hills,Comedy
5549,Flaming Star,Western
5550,Love Me Tender,Musical|Western
5551,"Return of the Vampire, The",Horror
5552,"Revenge of Frankenstein, The",Drama|Horror|Sci-Fi
5553,Stakeout,Comedy|Crime|Romance|Thriller
5554,Wild in the Country,Drama
5555,Wolfen,Horror
5556,FearDotCom (a.k.a. Fear.com) (a.k.a. Fear Dot Com),Crime|Horror|Thriller
5557,Slap Her... She's French (a.k.a. She Gets What She Wants),Comedy
5558,Love and a Bullet,Action|Crime
5559,Mad Love (Juana la Loca),Drama
5560,À nous la liberté (Freedom for Us),Comedy|Musical
5561,True Colors,Drama
5562,Snipes,Drama|Thriller
5563,City by the Sea,Crime|Drama
5564,Swimfan,Thriller
5565,"Dogwalker, The",Drama
5566,Heartbreak Hospital,Comedy|Thriller
5567,"Incubus, The",Horror|Thriller
5568,Johnny Dangerously,Comedy
5569,"Last House on the Left, The",Crime|Horror|Thriller
5570,Thesis (Tesis),Drama|Horror|Thriller
5571,"Pinochet Case, The (Cas Pinochet, Le)",Documentary
5572,Barbershop,Comedy
5573,Stealing Harvard,Comedy|Crime
5574,"Transporter, The",Action|Crime
5575,Alias Betty (Betty Fisher et autres histoires),Crime|Drama
5576,"Children of the Century, The (Enfants du siècle, Les)",Drama|Romance
5577,Igby Goes Down,Comedy|Drama
5579,Quitting (Zuotian),Drama
5580,Aspen Extreme,Action
5581,Betsy's Wedding,Comedy
5582,Captain Ron,Adventure|Comedy
5583,"Devil Bat, The",Crime|Horror|Mystery|Sci-Fi
5584,Ernest Goes to Jail,Comedy
5585,Ernest Scared Stupid,Comedy
5586,"Gypsy Moths, The",Drama
5587,"Hills Have Eyes Part II, The",Horror
5588,"Hills Have Eyes, The",Horror
5589,Indian Summer,Comedy|Drama
5590,"Mack, The",Crime
5591,Monkey Trouble,Children|Comedy
5592,Monster in the Closet,Comedy|Horror
5593,No Way to Treat a Lady,Crime|Drama|Thriller
5595,Shock Waves,Horror
5596,Spaced Invaders,Adventure|Comedy|Sci-Fi
5597,Suburban Commando,Comedy|Sci-Fi
5598,Surf Ninjas,Comedy
5599,Tabu: A Story of the South Seas,Drama|Romance
5600,"Wanderers, The",Drama
5601,"Yearling, The",Children|Drama
5602,"Ladykillers, The",Comedy|Crime
5603,"Lavender Hill Mob, The",Comedy|Crime
5604,"Man in the White Suit, The",Comedy|Sci-Fi
5605,Ratcatcher,Drama
5606,Society,Horror|Mystery
5607,"Son of the Bride (Hijo de la novia, El)",Comedy|Drama
5608,"Das Experiment (Experiment, The)",Drama|Thriller
5609,Ballistic: Ecks vs. Sever,Action|Thriller
5610,"Banger Sisters, The",Comedy|Drama
5611,"Four Feathers, The",Adventure|War
5612,Trapped,Action|Thriller
5613,8 Women,Comedy|Crime|Musical|Mystery
5614,"His Secret Life (a.k.a. Ignorant Fairies, The) (Fate ignoranti, Le)",Drama|Romance
5615,Invincible,Drama
5616,"Mesmerist, The",Comedy|Fantasy|Horror
5617,Secretary,Comedy|Drama|Romance
5618,Spirited Away (Sen to Chihiro no kamikakushi),Adventure|Animation|Fantasy
5619,"Trials of Henry Kissinger, The",Documentary
5620,Sweet Home Alabama,Comedy|Romance
5621,"Tuxedo, The",Action|Comedy
5622,Charly,Comedy|Drama|Romance
5623,Crazy as Hell,Drama
5624,Just a Kiss,Comedy|Romance
5625,Moonlight Mile,Drama|Romance
5626,Shanghai Ghetto,Documentary
5627,Skins,Crime|Drama
5628,Wasabi,Action|Comedy|Crime|Drama|Thriller
5629,Jonah: A VeggieTales Movie,Animation|Children|Musical
5630,Red Dragon,Crime|Mystery|Thriller
5631,Between Strangers,Drama
5632,Bloody Sunday,Drama
5633,Heaven,Drama
5634,Pipe Dream,Drama
5635,"Man from Elysian Fields, The",Drama
5636,Welcome to Collinwood,Comedy|Crime
5637,Flirting,Drama
5638,Godzilla vs. Mothra (Mosura tai Gojira),Action|Adventure|Fantasy|Sci-Fi
5639,Godzilla's Revenge (Gojira-Minira-Gabara: Oru Kaijû Daishingeki) (All Monsters Attack),Children
5640,"Godzilla, King of the Monsters! (Kaijû-ô Gojira)",Horror|Sci-Fi
5641,"Moderns, The",Drama
5642,"Onion Field, The",Drama
5643,Powaqqatsi,Documentary
5644,"Pride of the Yankees, The",Drama
5645,Texasville,Drama
5646,Valmont,Drama|Romance
5647,Ernest Goes to Africa,Comedy
5649,Horror of Dracula (Dracula),Horror
5650,Strange Brew,Comedy
5651,"Incredible Mr. Limpet, The",Animation|Comedy|War
5652,Claire of the Moon,Drama|Romance
5653,Django,Western
5654,Django 2: Django Strikes Again,Western
5655,"Fan, The",Drama|Thriller
5656,Festival in Cannes,Drama
5657,Flashback,Action|Adventure|Comedy|Crime|Drama
5658,Hanky Panky,Comedy
5659,"Rocking Horse Winner, The",Drama|Horror
5660,Seance on a Wet Afternoon,Crime|Drama|Thriller
5661,Shamus,Crime|Mystery
5662,"Wrong Guy, The",Comedy|Romance|Thriller
5663,Below,Horror
5664,Brown Sugar,Romance
5665,Knockaround Guys,Action|Comedy|Crime
5666,"Rules of Attraction, The",Comedy|Drama|Romance|Thriller
5667,Tuck Everlasting,Drama|Fantasy
5668,White Oleander,Drama
5669,Bowling for Columbine,Documentary
5670,Comedian,Comedy|Documentary
5671,"On Guard (Bossu, Le)",Adventure|Drama
5672,Pokemon 4 Ever (a.k.a. Pokémon 4: The Movie),Adventure|Animation|Children|Fantasy
5673,Punch-Drunk Love,Comedy|Drama|Romance
5674,Safe Conduct (Laissez-Passer),Drama|War
5675,Swept Away,Comedy|Romance
5676,"Young Unknowns, The",Drama
5677,Abandon,Drama|Thriller
5678,Formula 51,Action|Comedy|Crime|Thriller
5679,"Ring, The",Horror|Mystery|Thriller
5680,Auto Focus,Crime|Drama
5681,Fidel,Documentary
5682,"Grey Zone, The",Drama
5683,Hansel & Gretel,Children|Fantasy
5684,Naqoyqatsi,Documentary
5685,Real Women Have Curves,Comedy|Drama
5686,Russian Ark (Russkiy Kovcheg),Drama|Fantasy|War
5687,Take Care of My Cat (Goyangileul butaghae),Drama
5688,Tully,Drama
5689,Billy Bathgate,Crime|Drama
5690,Grave of the Fireflies (Hotaru no haka),Animation|Drama|War
5691,Jason Goes to Hell: The Final Friday,Action|Horror
5692,"Mechanic, The",Action|Thriller
5693,Saturday Night Fever,Comedy|Drama|Romance
5694,Staying Alive,Comedy|Drama|Musical
5695,To the Devil a Daughter,Fantasy|Horror|Mystery
5696,Urban Cowboy,Drama
5697,Terror Train,Horror
5698,Times Square,Drama
5699,Tom Horn,Western
5700,The Pumaman,Action|Adventure|Fantasy|Sci-Fi
5701,Up the Academy,Comedy
5702,"When Time Ran Out... (Day the World Ended, The)",Action|Adventure
5703,Wholly Moses,Comedy
5704,Without Warning (a.k.a. Alien Warning) (a.k.a. It Came Without Warning),Horror|Sci-Fi
5705,Xanadu,Fantasy|Musical|Romance
5706,...All the Marbles,Comedy|Drama
5707,Absence of Malice,Drama|Romance
5708,All Night Long,Comedy|Drama
5709,"Amateur, The",Crime|Thriller
5710,Banana Joe,Comedy
5711,Marianne & Juliane (Die Bleierne Zeit),Drama
5712,Blow Out,Mystery|Thriller
5713,The Boogens,Horror
5714,Buddy Buddy,Comedy
5715,"Burning, The",Horror
5716,Butterfly,Drama
5717,Make Them Die Slowly (Cannibal Ferox),Horror
5718,Carbon Copy,Comedy
5719,Charlie Chan and the Curse of the Dragon Queen,Comedy|Mystery
5721,"Chosen, The",Drama
5722,"Goat, The (a.k.a. Knock On Wood) (Chèvre, La)",Comedy
5723,Continental Divide,Comedy|Romance
5724,"Creature Wasn't Nice, The (a.k.a. Naked Space) (a.k.a. Spaceship)",Comedy|Horror|Musical|Sci-Fi
5725,Man of Iron (Czlowiek z Zelaza),Drama|Romance
5726,Dead & Buried,Horror
5727,Deadly Blessing,Horror
5728,Death Hunt,Action|Adventure|Crime|Thriller
5729,Endless Love,Drama|Romance
5730,Enter the Ninja (a.k.a. Ninja I),Action|Drama
5731,"Entity, The",Horror
5732,Eye of the Needle,Thriller
5733,"Eyewitness (Janitor, The)",Thriller
5734,Faces of Death 2,Documentary|Horror
5735,Faces of Death,Documentary|Horror
5736,Faces of Death 3,Documentary|Horror
5737,Faces of Death 4,Documentary|Horror
5738,Faces of Death 5,Documentary|Horror
5739,Faces of Death 6,Documentary|Horror
5740,Faces of Death: Fact or Fiction?,Documentary|Horror
5741,"Woman Next Door, The (Femme d'à côté, La)",Drama|Romance
5742,First Monday in October,Comedy|Drama
5743,"Fort Apache, the Bronx",Action|Drama
5744,Four Friends (a.k.a. Georgia's Friends),Drama
5745,"Four Seasons, The",Comedy|Drama
5746,Galaxy of Terror (Quest),Action|Horror|Mystery|Sci-Fi
5747,Gallipoli,Drama|War
5748,"Inquisitor, The (a.k.a. Under Suspicion) (Garde à vue)",Crime|Drama
5749,Ghost Story,Drama|Horror
5750,Going Ape!,Comedy
5751,Goodbye Pork Pie,Action|Adventure|Drama
5752,Gregory's Girl,Comedy|Romance
5753,Who Pulled the Plug? (Göta kanal eller Vem drog ur proppen?),Comedy
5754,"Hand, The",Drama|Horror
5755,Happy Birthday to Me,Horror|Mystery
5756,Heartbeeps,Comedy|Sci-Fi
5757,History of Kim Skov (Historien om Kim Skov),Documentary|Drama
5758,Horror Planet (a.k.a. Inseminoid),Action|Drama|Horror|Sci-Fi
5759,"Ladies and Gentlemen, the Fabulous Stains (a.k.a. All Washed Up)",Comedy|Drama
5760,Lady Chatterley's Lover,Drama|Romance
5761,"Legend of the Lone Ranger, The",Western
5762,Lili Marleen,Drama
5763,Lola,Drama
5764,Looker,Drama|Horror|Sci-Fi|Thriller
5765,"Looney, Looney, Looney Bugs Bunny Movie, The",Animation|Children|Comedy
5766,Madman,Horror
5767,Teddy Bear (Mis),Comedy|Crime
5768,Modern Problems,Comedy|Fantasy
5769,Modern Romance,Comedy|Romance
5770,Ms. 45 (a.k.a. Angel of Vengeance),Crime|Drama
5771,My Bloody Valentine,Drama|Horror|Thriller
5772,My Dinner with André,Drama
5773,Neighbors,Comedy
5774,Night of the Zombies (a.k.a. Batallion of the Living Dead),Horror|Sci-Fi
5775,"Night the Lights Went Out in Georgia, The",Drama
5776,Only When I Laugh,Comedy|Drama
5777,Pennies from Heaven,Musical|Romance
5778,Pieces (Mil gritos tiene la noche) (One Thousand Cries Has the Night),Horror|Mystery|Thriller
5779,Piranha II: The Spawning,Horror|Sci-Fi
5780,Polyester,Comedy
5781,Private Lessons,Comedy
5782,"Professional, The (Le professionnel)",Action|Drama|Thriller
5783,Derrida,Documentary
5784,Ghost Ship,Horror
5785,Jackass: The Movie,Action|Comedy|Documentary
5786,Paid in Full,Action|Drama
5787,"Truth About Charlie, The",Mystery|Thriller
5788,All or Nothing,Drama
5789,All the Queen's Men,Comedy|War
5790,Food of Love (Manjar de Amor),Drama
5791,Frida,Drama|Romance
5792,Roger Dodger,Comedy|Drama
5793,Time Changer,Drama|Sci-Fi
5794,Good Work (Beau travail),Drama
5795,"Big Knife, The",Film-Noir
5796,Casino Royale,Action|Adventure|Comedy
5797,"Company of Wolves, The",Fantasy|Horror
5798,Escanaba in da Moonlight,Comedy
5799,Exodus,Drama|Romance|War
5800,How to Murder Your Wife,Comedy
5801,"Russians Are Coming, the Russians Are Coming, The",Comedy|War
5802,"World of Henry Orient, The",Comedy
5803,I Spy,Action|Adventure|Comedy|Crime
5804,"Santa Clause 2, The",Children|Comedy|Fantasy|Romance
5805,Besotted,Drama
5806,Blackboards (Takhté Siah),Drama
5807,Love In the Time of Money,Comedy|Drama|Romance
5808,"Weight of Water, The",Thriller
5809,Femme Fatale,Crime|Thriller
5810,8 Mile,Drama
5811,Etoiles: Dancers of the Paris Opera Ballet (Tout Près des étoiles),Documentary|Musical
5812,Far from Heaven,Drama|Romance
5813,"God is Great, I'm Not (Dieu est grand, je suis toute petite)",Comedy|Romance
5814,"Rising Place, The",Drama
5815,Half Past Dead,Action|Crime|Thriller
5816,Harry Potter and the Chamber of Secrets,Adventure|Fantasy
5817,Ararat,Drama|War
5818,"Crime of Father Amaro, The (Crimen del padre Amaro, El)",Drama|Romance
5819,Interview with the Assassin,Drama
5820,Standing in the Shadows of Motown,Documentary|Musical
5821,"Way Home, The (Jibeuro)",Drama
5822,Mutant Action (Acción Mutante),Action|Comedy|Sci-Fi
5823,Eyes of an Angel,Drama
5824,Liberty Stands Still,Action|Drama|Thriller
5825,"Life and Death of Colonel Blimp, The",Drama|Romance|War
5826,Rio Grande,Romance|Western
5827,"Young Americans, The",Crime|Drama
5828,Blackrock,Drama|Thriller
5829,Men with Brooms,Comedy|Drama|Romance
5830,Mysterious Island,Adventure|Sci-Fi
5831,Soul Assassin,Action|Crime|Thriller
5832,Left Behind II: Tribulation Force,Drama
5833,Dog Soldiers,Action|Horror
5834,Fingers,Drama
5835,"Good Evening, Mr. Wallenberg (God afton, Herr Wallenberg)",Drama|War
5836,Houseboat,Comedy|Romance
5837,Legion of the Dead,Comedy|Horror
5838,Madame Bovary,Drama
5839,My Father's Glory (La gloire de mon père),Adventure|Drama
